"class","lepton_pT","lepton_eta","lepton_phi","missing_energy_magnitude","missing_energy_phi","jet1pt","jet1eta","jet1phi","jet1b.tag","jet2pt","jet2eta","jet2phi","jet2b.tag","jet3pt","jet3eta","jet3phi","jet3b.tag","jet4pt","jet4eta","jet4phi","jet4b.tag","m_jj","m_jjj","m_lv","m_jlv","m_bb","m_wbb","m_wwbb","id"
0,0.767174065,-0.235754594,1.145095468,0.229613006,-0.560260653,1.316120863,0.927819967,0.952023327,0,1.815024853,-0.985883892,-0.991686821,1.107436061,0.559178352,-0.339349866,1.72957027,0,1.469448924,-0.96403724,-0.391477108,3.101961374,0.924836099,1.028063774,0.986459851,0.971689641,0.766466558,0.973284185,0.817234397,7042
1,2.208553791,0.274605036,0.68012172,0.524213195,-0.789072871,1.001083612,-0.983323693,-1.418591022,2.173076153,0.302168399,1.975834131,-0.405228943,0,0.479621857,-0.694346845,-0.515546203,0,0.526976466,-0.501820266,1.303881884,0,1.040986538,0.601597369,1.44517827,1.588173389,0.956386447,1.01722157,0.915116906,7043
0,0.316971749,0.362262219,1.451378942,2.212086916,0.36496982,1.06704092,0.380222857,-1.062681913,2.173076153,0.738801718,-0.827550054,1.418599248,2.214872122,0.887765825,-1.835798621,-0.69029063,0,0.964622557,-0.655892551,0.832206607,0,1.202863216,0.941569448,0.987318397,1.341413856,1.339650631,1.124429584,1.22428143,7044
0,1.622009516,-1.053888321,1.453043461,0.478192359,0.872525334,0.92303431,-0.818945587,-0.493335724,2.173076153,0.507013381,0.072913297,1.062398672,0,0.55566591,0.021108614,-1.357637167,0,0.55375129,-0.03377362,0.094728515,0,0.717964053,0.909124374,0.997359097,0.617298245,0.461234808,0.788572967,0.693419158,7045
1,0.364371091,-0.964283288,-0.916874588,1.568727851,1.393536806,0.909018457,0.463402152,0.090524055,2.173076153,0.547932029,-0.148559898,-1.286301494,0,0.608527958,-0.523220062,-0.171610281,2.548224449,0.477808207,-0.082077369,1.563580751,0,0.362121284,0.900325835,0.989093184,0.801102459,0.550096095,1.081307173,0.857868671,7046
1,0.766991079,-0.11887835,0.068109661,0.900705397,-1.115055442,0.903521955,0.658477485,0.263489157,2.173076153,0.619822919,0.125367463,-0.755329311,2.214872122,0.989275038,0.294183224,0.766549766,0,1.790016174,0.41261965,-1.47022903,0,1.049713254,0.941486001,1.007490635,0.911162674,0.924648643,0.815940201,0.743440747,7047
0,0.926209033,1.836851001,-1.430676222,0.406635612,-1.414181352,0.733590603,0.427753896,-0.133546144,2.173076153,0.736157775,0.578998983,1.656066418,1.107436061,0.513341188,0.174940646,0.414847553,0,1.180281281,1.013918042,0.270635635,0,0.472838163,0.76437372,0.990081966,0.989419937,1.083969951,0.75647068,0.683318257,7048
0,0.869842172,0.915476501,0.114718005,0.695686817,0.249996543,1.686855316,0.856523454,0.524045587,2.173076153,2.099818468,0.788815677,-1.303501248,2.214872122,0.629778147,-2.631356001,-1.598946929,0,0.789369404,0.002037779,-0.524655998,0,0.962640703,2.767453671,0.994868219,0.962068915,2.761999607,2.46521163,1.85968411,7049
1,0.520477891,1.442393541,-1.002323151,0.646917164,0.300988793,0.922209859,1.13873899,1.137184739,0,0.850478172,1.910752296,-0.680982113,0,0.541967452,1.849798322,-0.28422156,0,0.552047431,0.585014105,-0.017466601,3.101961374,1.349084616,0.924078107,0.987023711,0.48962146,0.378096908,0.585301816,0.57479912,7050
1,0.481679916,1.517389178,0.255097926,0.526168227,0.013245559,1.365130782,0.268326879,-1.460169196,0,0.961021423,0.002974394,0.031524789,1.107436061,0.573930562,-1.039331079,-1.450277925,0,1.541010737,0.844022036,0.6968081,3.101961374,1.220412612,1.457357168,0.977299869,0.680560827,0.847899437,1.110574961,0.933680177,7051
1,1.15204227,0.743084013,-0.510713339,0.654008985,-1.522224307,1.003190637,-0.186188653,0.575048029,2.173076153,0.745222807,-1.234555602,-1.488814473,2.214872122,0.727423549,-0.597860456,0.768768668,0,0.484380215,0.028688125,-0.696681499,0,0.675036073,0.717670619,0.985956311,1.218812823,1.417450666,1.11901629,0.868841588,7052
0,1.030524254,0.909632683,-1.172110796,0.925863326,1.473030329,0.475258261,0.452509612,0.812875092,0,0.761212528,-0.657559693,1.272678971,0,1.359660387,-0.400336534,0.085889518,1.274112225,1.642268062,-0.448519558,-0.866484642,3.101961374,0.920091331,0.973602772,0.986985564,0.91661346,0.865929246,0.874838591,0.850851238,7053
0,0.379560858,-0.710077345,-0.900783598,1.422123551,1.406923532,1.498785734,0.445578009,-1.520041585,2.173076153,1.145721793,-0.533223867,0.023202341,0,1.33226347,-0.311132163,-0.460627347,0,2.379304886,-0.418537945,0.587490439,3.101961374,0.82415396,1.016198754,0.987151384,1.643818259,2.13382411,1.399493098,1.285608292,7054
0,0.64419204,-1.534054995,0.18130137,0.774075866,0.881510854,1.030123115,-0.146579474,-0.73726362,2.173076153,1.523180604,-0.886803865,0.951987505,0,1.763589501,-1.077561617,-1.136852503,2.548224449,0.614359617,-0.917399108,-0.321558207,0,1.155232668,1.360450506,0.977503777,1.080417871,1.084720612,1.13480711,0.966031969,7055
0,1.116721511,0.746979892,0.908724546,1.55057919,0.648808122,0.84040457,-0.134696722,-1.620937943,1.086538076,0.94805336,-1.063593864,-0.440738052,2.214872122,0.53090328,1.178944826,-0.938812017,0,0.937360883,0.595007956,-0.569051802,0,0.342690468,1.050747514,0.977449715,1.5106076,1.321818352,1.542777181,1.188867688,7056
0,0.948170125,-0.449053764,-1.650401235,0.771957576,-0.46173051,0.490739852,-1.297226548,-0.326469302,2.173076153,0.399239987,1.429922342,0.617979944,2.214872122,0.927631915,0.572719336,1.525427699,0,0.396997035,-1.051483631,0.823328078,0,0.832250118,1.019265175,1.040797353,0.911797941,1.321755171,0.805901706,0.734174669,7057
0,0.488451272,0.917424381,0.091413833,1.311469316,0.819949627,0.983953178,-0.524847269,-1.337652087,2.173076153,0.801753461,-0.065993138,1.145622969,0,1.304690957,0.407964319,-0.103933141,2.548224449,0.773061097,0.682454407,-1.396425605,0,0.903109848,0.984171033,0.982013762,2.026908159,1.455366969,1.409085393,1.141812325,7058
0,0.485889137,-2.083373308,-1.50891161,0.733913243,0.009196517,1.274256468,-0.978372574,0.670955002,1.086538076,1.656890154,-0.509910882,-1.074356437,0,1.29274869,-2.63863802,-0.25981319,0,1.517400146,0.340164006,-1.620610118,0,1.396475792,1.40813303,0.991311371,0.918923914,1.708305955,1.440899253,1.205483556,7059
0,1.378607512,0.065201752,0.267859727,0.677778721,-0.477050334,0.931828618,0.656497002,1.45816803,2.173076153,1.100396633,-0.572078824,-1.325694323,2.214872122,1.080949306,1.398314834,0.575720727,0,1.328029394,-2.006731987,0.174080938,0,0.729970276,0.891438246,0.984514475,1.048481822,1.327902079,1.034136772,0.986822367,7060
0,0.647669196,0.968070805,-1.613780379,1.374343395,0.510611653,0.535260975,-0.102019124,-1.730704308,2.173076153,0.898699105,1.786416411,1.71598804,0,1.200371861,0.783897042,-0.220981732,0,1.818251371,1.169656038,-0.729976237,3.101961374,0.748890281,1.015725732,1.230412722,0.974911928,1.190394998,0.857917428,0.775900066,7061
1,0.799932718,-0.92240262,-0.426374435,1.190072656,1.619002342,0.630807281,-0.828847885,0.735816956,2.173076153,1.190039873,-1.715385556,-0.265966624,0,1.022467494,-0.413080007,1.34624815,0,1.458008885,-0.877423644,-1.109536171,3.101961374,2.059506655,1.323992848,1.301747441,0.888785899,1.016488552,0.941610157,0.845308065,7062
1,0.44672519,1.094686747,-0.825877309,1.715395689,1.336299062,0.948317885,0.162372276,-0.800462484,0,1.053434491,0.289529622,0.690662622,2.214872122,1.554424524,0.387938827,-0.233740643,0,1.458739042,0.028688125,1.527511477,3.101961374,1.105460525,1.2453233,1.127223015,0.937673628,0.78018409,0.982977629,0.973039687,7063
1,0.440868914,-1.631451726,0.647939742,1.466795683,0.637585878,0.964898825,-0.250553608,-1.278888345,0,1.013271451,-1.01793921,0.004892956,2.214872122,0.840348065,-1.143099546,-1.410336971,2.548224449,1.325351954,-1.990908265,-1.297096491,0,1.717198372,1.178741336,0.970884919,0.794212162,0.943729281,0.9762972,0.909384072,7064
0,2.392112017,0.216166928,-1.192085743,1.047632694,1.661332488,0.673496246,-0.166384056,0.996373355,0,0.73628366,2.255589962,0.653489053,0,1.107292533,1.216265082,0.25619325,1.274112225,0.93638736,1.661854506,-0.52243638,0,0.960012317,0.744928896,1.183722138,0.897361696,1.046535611,0.985446334,1.157247186,7065
1,0.809632242,-0.43152231,-0.030203495,0.559977829,-1.740496874,0.721773267,-0.947675467,0.035086524,2.173076153,0.969582856,-1.889261484,1.496830344,0,1.032126665,-1.799388766,-1.316586852,0,1.084622264,-1.562004328,0.655189693,0,0.920082211,1.151265979,0.988948286,0.498487115,0.563695073,0.735644162,0.751392782,7066
1,0.961895823,0.278500915,-1.621548533,1.338097692,1.657392025,0.554223657,0.200001016,0.271250397,2.173076153,1.024476767,-0.292323202,-0.365281165,2.214872122,0.467328399,1.495711446,0.070911668,0,0.55107379,1.745136857,0.697917938,0,0.904975414,1.044981837,0.985606313,1.045208216,0.664783776,0.892179132,0.836020589,7067
0,4.493239403,0.59017092,-0.279891044,1.243894815,-0.312244743,1.410476327,0.501030862,1.183197856,2.173076153,1.261301279,1.298786879,0.96752274,1.107436061,1.320321202,0.967767179,1.434451103,0,2.387580633,0.703274965,-1.481327295,0,0.986590505,1.126445174,0.991452575,2.272433043,0.921638429,1.704755306,1.518472672,7068
0,0.388162255,1.513493419,1.411983728,1.017465234,0.688413322,0.926057339,-0.389185816,1.729257464,2.173076153,1.06526947,0.727619171,-0.665446877,2.214872122,0.926051319,-2.162577868,0.016547604,0,0.779146254,0.951456189,0.816669106,0,0.846601963,0.919069409,0.987743318,0.946705282,1.500789165,1.115985274,0.959626555,7069
1,0.818965673,-1.230176687,-0.767616868,0.885190487,0.363256544,0.879246116,-0.249563381,-1.516160965,2.173076153,0.955607593,-0.618704796,-0.21270296,0,1.128015876,-0.138184905,0.293360531,0,0.953182399,-1.363792419,1.655141354,0,0.802458465,0.81271857,1.004910111,1.062482715,0.621933341,0.831038058,0.770331442,7070
0,1.582845569,-0.568851948,0.488139659,1.241646051,-0.167139038,1.174129725,1.705150604,-1.299954653,0,0.69171381,0.872353792,-1.60144496,0,1.296085477,-1.041151643,0.98622489,2.548224449,1.198780179,0.867341101,-0.375939578,3.101961374,0.959232271,1.005546927,1.080258608,0.91732043,1.54716742,1.574962974,1.564933658,7071
0,0.295193642,-2.084347486,-1.741398454,1.529937863,-0.139864966,0.498801291,-1.273461103,1.606186271,0,0.901720881,0.013659503,-0.786954641,2.214872122,0.554787815,0.188594386,1.433341503,0,1.11285758,0.326838821,0.427675754,1.550980687,0.787522733,0.975277901,0.988461852,0.995147407,0.821802795,0.850514174,0.823064983,7072
1,1.057243586,-0.516257584,0.647384882,0.488338649,-0.725258231,0.54277277,2.162636757,-0.625279903,0,0.66363734,0.414836794,-0.182187334,0,1.176838636,0.498989165,0.573501825,1.274112225,2.60689044,0.203581005,-1.616170764,3.101961374,1.222465158,0.965505421,0.984698653,0.977975428,1.248608708,0.871718466,0.76498574,7073
0,0.75985378,0.078837313,1.06741488,1.333570957,1.172811031,0.66360271,-1.290294886,-0.314826846,1.086538076,0.396344215,-0.47882694,-0.921223462,0,0.654013872,0.169479162,-1.465255857,0,1.118212461,-0.391054809,-0.413673609,3.101961374,0.456426859,0.80289048,0.996726513,1.085883975,0.399054021,1.187527776,0.930502892,7074
0,0.654623508,1.616734028,-1.6420784,0.67162329,0.025910789,0.954272389,0.560444653,-0.678499877,2.173076153,1.340242743,2.490662098,0.831589401,0,0.644881546,-0.776269197,-1.351535082,0,0.488761544,0.78988862,1.271696925,3.101961374,4.027458668,2.06355691,0.989270091,1.087948561,0.723582149,1.526709676,1.221014142,7075
0,0.390358388,-0.424704552,-0.416386902,1.312793851,1.269720554,0.889322877,0.374281466,0.386006117,0,1.285474658,-0.236954898,-0.956177711,2.214872122,0.560583293,1.023292303,-1.08581686,2.548224449,0.973871946,0.164438307,1.08025229,0,0.841543555,0.871186554,0.990457714,0.951182783,0.674551606,0.874767184,0.804370642,7076
1,1.403679729,0.434335917,-0.744867563,0.323314279,1.075257778,1.18512249,0.649565399,-1.40639472,2.173076153,1.140937567,1.143367171,0.484820783,0,0.865110695,-1.053895116,0.947948158,0,0.593426585,1.042234063,-0.040772796,0,0.490515202,1.402684689,0.988211334,0.520147681,0.799214184,0.829280198,0.751304805,7077
0,1.103910804,0.174286261,0.416007698,0.968662977,-0.900817633,0.659297168,0.053446982,-1.592664719,0,0.498829633,0.692649662,-0.372493953,0,1.69000423,0.056608312,1.169287562,2.548224449,1.299307346,-0.476002783,-0.730531216,1.550980687,1.159953475,1.069952965,1.327748656,0.814094126,1.179175735,0.824012578,0.774793386,7078
0,0.502359986,-1.477564692,0.489249378,1.921355724,-0.646913707,0.808983326,-0.628821433,1.648318768,0,0.591116905,-1.023767471,-0.24599275,2.214872122,0.703890383,-0.012570588,0.967918634,2.548224449,0.510668218,-0.336088479,1.290009022,0,0.332976192,0.827293813,1.161936045,1.05309236,0.714046597,0.705939174,0.748596728,7079
1,0.555615604,0.880413592,-0.563427985,0.731442809,1.549138188,0.92184341,1.131807446,0.020118386,2.173076153,0.945031643,-0.089306101,1.2404989,0,0.395850509,1.332776904,-0.957118273,2.548224449,0.761134148,0.126128435,-1.307639718,0,0.837674558,0.741517484,0.990904748,0.888002098,0.593095839,0.812924147,0.761372447,7080
1,1.389405012,0.801522136,-1.049486399,0.560807586,1.155988932,1.209764838,0.842660248,1.123879671,2.173076153,0.481580883,0.654766142,-0.349745929,0,0.997002363,-0.405798048,0.228456497,0,1.114317894,1.696000218,-0.43697992,0,0.820181072,0.707085609,1.118158817,1.058123112,0.801718771,0.81889075,0.792707503,7081
1,1.837960362,1.449211478,1.427519917,2.008594036,-1.608388901,1.893887639,1.013970137,0.260717273,0,0.913429916,1.79613018,-0.323114127,0,0.61888963,0.249581009,1.66965878,0,2.102307558,0.63914758,-0.791016579,3.101961374,0.402439058,0.890575647,1.053607583,0.908242643,0.157658234,0.88788712,0.777127981,7082
1,1.779397488,0.579457283,1.70661509,0.331521004,-0.78698045,2.05722332,1.641775846,-0.693467975,0,2.65480113,1.219134212,0.752803504,2.214872122,0.497359633,1.274520993,-1.614479661,0,0.643811941,-1.365458012,0.935975194,0,1.362585902,1.882020354,0.983867109,1.438267231,1.839357972,1.80868566,1.469285965,7083
0,0.888143122,-0.110112622,0.165765256,1.643349409,-0.529699266,0.823732078,0.745617688,-0.843703747,2.173076153,0.923628092,2.293473482,1.678259611,0,0.84877795,0.800281525,0.683339417,2.548224449,0.957563758,-2.078354836,1.089685917,0,0.826161981,0.870212615,0.98715508,0.929661453,1.024223566,0.897021472,1.132919669,7084
0,0.806155026,-1.558404207,-0.019661132,1.09857893,0.752316654,0.531413436,-0.252534062,-1.454625368,1.086538076,0.763478816,1.374554038,-0.753664792,0,0.866340101,0.366092861,0.063700102,2.548224449,0.894764662,0.774897754,1.719511032,0,0.891950786,0.920610964,0.992844164,0.857613146,0.875086427,0.779156148,0.97158885,7085
1,1.047361016,-0.338021338,-0.985122561,1.110469103,1.487577081,1.915323734,-2.719196796,-0.797136188,0,1.768188715,0.989890158,1.085146666,2.214872122,0.775719404,-0.45677191,0.26728797,0,0.977036297,0.414285302,0.850518703,3.101961374,0.890818536,1.096843958,1.182336807,0.812711,0.400145113,0.936178923,0.805058956,7086
1,1.316201329,0.924242198,-1.736959696,0.837984145,-0.117610902,0.809074938,1.027833223,1.035734057,0,0.947927475,-0.063079014,-0.693743169,2.214872122,0.759211063,1.270880103,-0.363548666,2.548224449,0.60559696,-0.331924349,1.116876602,0,0.839473963,0.936944842,1.445988894,1.047288179,0.765743673,0.846272767,0.805342436,7087
0,0.510229349,0.933007956,0.226799995,1.300036192,-0.430783927,1.608348012,-1.82997036,-0.521608889,0,2.850707054,-0.132046551,1.038540959,1.107436061,2.177353382,0.878562868,-0.931600451,1.274112225,1.816790938,1.523605824,1.197893739,0,0.8679474,1.231799841,0.98480916,1.544695497,3.011162043,1.718157887,1.437337041,7088
0,0.410123378,0.685619831,0.556387603,2.235245228,-1.051251888,2.009770632,-0.515935242,0.64323622,0,1.371340871,1.104512095,-0.782516003,2.214872122,0.952745736,0.788448274,1.709044933,0,0.516266525,0.211076409,1.515303373,0,1.260995984,0.928580284,1.316387773,0.833320379,0.73437947,1.381489158,1.281253934,7089
1,0.728010178,0.321355551,0.449299395,0.471227705,-1.262198567,1.098462224,-0.259465665,-0.489455104,2.173076153,1.136656761,-0.307865173,0.994709373,0,1.126962066,-0.789922953,1.435560465,0,1.077076674,-0.26030153,-1.440818548,3.101961374,0.828309178,0.783078372,0.983055294,0.823494673,0.870543361,0.967606127,0.799001515,7090
1,0.390724421,1.042092562,-0.277671576,1.121874571,0.172473893,2.488693476,-0.93876344,1.471472979,0,1.586509943,0.127310216,-0.844656944,2.214872122,1.557058811,-0.632449925,0.057598013,0,2.066283226,0.35765329,-0.283269256,3.101961374,1.064411879,1.227804065,0.990618587,1.003825545,0.82897681,1.07733047,0.889051318,7091
1,0.661943853,-1.199983597,-0.060166508,0.369950205,-0.721739531,1.295234442,0.034632612,0.379353613,1.086538076,1.007983327,0.239018202,-1.066588879,0,1.288884997,-0.108146705,-1.581750274,0,0.385556936,0.48007831,-1.519616246,3.101961374,0.846290708,0.467121184,0.983637452,0.888785899,0.768203974,0.937208056,0.805782378,7092
0,0.450568408,2.086186886,-0.868046761,0.553999245,-1.636461139,0.871276259,-0.100038663,-1.590447307,0,1.124192357,0.968519807,0.585244954,2.214872122,1.234618068,-0.64974463,0.314440459,0,1.488191247,0.452595174,-0.651178777,1.550980687,1.933981895,1.38696301,0.994615197,0.896101415,1.081433773,1.136434078,0.977656066,7093
0,1.109035134,-0.507491946,-0.767062068,0.640589952,-0.025046889,0.479563773,-0.914007604,0.634366274,0,0.796213746,-1.136446834,-1.70186913,2.214872122,0.729706645,-1.260521531,1.251943111,2.548224449,0.625069559,-1.984245658,-0.282159448,0,0.906682432,0.879573226,0.980708122,0.778146803,0.383732617,0.634340227,0.627939284,7094
1,1.115074396,-0.76072377,-1.5533005,0.642379999,0.473813117,0.817960858,-0.263426602,0.795689404,2.173076153,0.705815017,-1.310322762,-0.602751136,2.214872122,1.186146498,-1.654659271,-1.254456401,0,1.16957128,-1.151422501,0.134127274,0,0.661429942,1.225121617,1.134195685,0.790626168,1.239965081,0.854113162,0.75591141,7095
0,3.483578205,-0.088685311,1.415867805,1.058210135,1.069380283,0.826663494,1.236771703,-0.675728023,2.173076153,1.22730732,-2.833436728,-0.525627017,0,1.416912913,-0.451310456,-1.527940869,1.274112225,2.614192724,1.018914938,0.395490855,0,0.894318104,1.060024619,0.982759237,0.926679909,1.627906561,1.385870457,1.467139125,7096
0,1.093845367,0.580431223,1.567344904,0.859139264,-1.000252485,0.857626796,0.163362503,1.014667749,1.086538076,1.469419718,-0.056279399,-0.184961483,2.214872122,0.458547324,1.137073398,-1.379826546,0,0.604379952,0.83902508,-0.961374581,0,0.225331306,0.86656183,0.989928365,0.90438509,1.470031023,0.985877633,0.786460459,7097
0,1.125871897,-1.207775354,0.083645776,0.380653113,0.814954579,0.663877487,-0.833799064,0.940381408,2.173076153,0.439529121,-0.527395606,-0.667111337,0,0.996124268,-1.28327775,-1.640552163,0,0.93103236,0.558363736,-1.284333467,3.101961374,0.902901232,0.906469822,0.983539164,1.215938926,1.022880435,0.899989843,0.806179345,7098
1,0.353756577,-0.189004093,1.129559398,0.659368992,0.035325181,1.003648639,-0.814984679,-1.332662821,2.173076153,0.556745291,-2.746012926,0.183548167,0,0.534766972,-0.59968096,-0.23651433,2.548224449,0.452250481,-1.274680257,1.23562777,0,0.897502959,1.083415151,0.987959504,0.575203419,0.765957773,0.69613564,0.724836349,7099
0,0.840011775,-1.219462991,1.153973222,0.28418076,-1.498619795,0.683847904,-0.97639215,-0.890825629,2.173076153,0.397477329,-2.020396948,0.824931383,0,0.519663513,-0.539604545,0.525239885,2.548224449,0.63358885,1.256269574,-0.483037621,0,2.004555464,1.118726254,0.991666317,0.836598992,0.725772262,0.852733076,0.755013943,7100
1,0.792063355,-0.511387765,1.589539409,0.435588509,0.72646451,0.490556628,-2.756825447,0.412616134,0,0.947423816,0.415808201,-0.485679239,2.214872122,0.863003254,0.06571079,-1.591180682,0,0.897685587,0.43510589,-0.825976014,1.550980687,0.7713691,0.803090811,0.976305008,0.87721324,0.254199177,0.817513585,0.736411512,7101
1,0.351011455,0.857038379,1.041336417,0.719418824,0.098493874,0.889139652,-0.086175442,1.584565639,2.173076153,0.709592104,0.85098356,-0.633821607,0,0.981020808,-0.228299528,-0.304747283,2.548224449,0.742391825,-1.695255995,-1.581211329,0,2.04551506,1.249424815,0.984462798,0.893350422,1.157155871,0.993866801,0.849779725,7102
1,0.430803418,1.960545063,0.310584068,0.534916162,-1.673957229,0.851305842,0.652536035,-0.815984964,1.086538076,0.617430747,0.761617184,0.804402709,0,1.379505634,-0.282004207,-1.729864597,0,1.759346843,0.89815551,-0.032449171,3.101961374,0.971499741,1.178808093,0.9828403,0.722440481,0.884038091,0.943671405,0.804605305,7103
0,1.163754821,-1.104534626,1.258287191,0.213409141,0.550460517,0.740461171,0.136626288,-0.69069612,2.173076153,0.826304615,0.108854122,0.081459463,0,0.296273202,-2.110693693,1.335708141,0,0.59099257,0.689949811,-0.942507565,3.101961374,0.817942679,0.747032583,0.975335896,0.738085806,0.292218238,0.700897574,0.631501794,7104
1,0.303795099,1.500831842,-0.052397951,1.55614543,-1.234159589,2.103759766,2.40524292,0.785710752,0,1.869289279,0.874296546,-0.581667602,1.107436061,0.859490812,-0.017121831,1.17816329,0,1.142309785,-0.101232305,-1.560679674,0,0.684036493,0.784402847,0.986185968,1.405286193,0.843443334,1.211774826,1.20360446,7105
0,0.784193933,0.031112846,-0.85362041,1.377894521,0.792815447,0.787089169,1.142699957,1.274115443,2.173076153,0.596027136,1.214277387,-0.498995155,0,0.427286714,0.334234178,-0.45175162,2.548224449,0.598781586,0.118633032,0.716784954,0,0.827428818,0.895350575,1.43471396,0.739207685,0.779070079,0.745807588,0.674261451,7106
1,0.593681455,0.800548196,-0.149498627,1.188739538,1.580457091,0.892162681,-0.03963463,1.140510917,2.173076153,1.213332057,-2.555624008,-0.336430013,0,0.714954436,1.638620496,-1.400906563,0,1.080727816,0.949790597,-0.379269063,0,0.837937891,1.309662461,1.163798094,0.614367962,0.663529873,0.786615849,0.70499438,7107
1,0.510961413,-0.832797468,-0.889131486,1.160398245,1.325987101,0.959219158,-0.201042101,-0.280455589,0,0.638456643,-0.649788737,0.873201609,2.214872122,1.151549101,0.213171095,1.707935572,1.274112225,0.918618619,-1.104784369,-0.295477331,0,0.849026263,0.950100958,0.988986373,0.817244709,0.754254162,0.854077458,0.801844478,7108
0,0.712454379,0.944695592,-0.974025249,1.206977487,1.369782448,0.579598844,1.805163741,-1.21180892,0,0.642107844,1.418265939,-0.34808144,0,1.020008802,0.876742423,0.251200646,2.548224449,1.149368644,-0.914067864,1.137408257,3.101961374,0.940378487,0.920482934,1.100859404,1.096211791,1.172752261,1.126053572,0.960680425,7109
1,0.32209602,-0.776307285,0.978637099,1.00483644,0.37207666,0.849473774,2.689439058,-1.648656726,0,1.145092249,0.70916307,-0.906243026,2.214872122,0.837538123,1.371917605,0.853643179,0,0.916914701,1.941683173,1.218980432,0,0.758344591,1.539020896,0.986759603,2.27515316,0.831157446,1.69645381,2.899404049,7110
1,0.974340439,0.165520549,0.940351665,0.441213131,-0.727861226,0.514740944,0.122763067,-1.706311822,2.173076153,0.641604185,-0.448714375,0.498691499,2.214872122,0.809438765,-1.556352496,-0.838959694,0,0.503122568,1.217959642,-1.004657745,0,0.420720488,0.62913394,0.985718071,0.662077427,0.812835276,0.576340079,0.502104282,7111
1,1.126054883,-0.150045335,0.735052943,0.659338117,-0.837319434,0.969662368,-1.753722548,0.139863461,0,1.22730732,-0.792580605,1.604467273,2.214872122,1.231632352,0.36973384,1.396728992,2.548224449,0.631641567,1.566079855,-0.832634985,0,3.727523565,2.447165728,1.179432034,0.963974595,0.88295567,1.612671852,1.263820767,7112
1,0.771749318,-1.221410871,0.224580556,1.08646214,0.636547983,1.041299224,0.117811926,-0.909120023,2.173076153,0.454133898,-0.100962587,-0.124485046,0,0.669292927,0.607308805,1.64580524,2.548224449,0.858253598,2.067439556,-1.731592536,0,0.948754013,1.052289009,0.994033039,1.465777159,0.825484633,1.441794515,1.264511108,7113
1,0.744297922,-1.075315595,-1.257559419,1.810168982,1.462734818,0.945478082,-0.297094434,-0.350306869,2.173076153,1.279683113,2.020517349,0.579141796,0,0.860193312,-0.946485758,-1.712113023,0,0.873344898,-0.824955702,-0.59402281,0,0.808945656,0.937885284,1.023483157,1.086985469,0.892507792,1.031394362,0.851119101,7114
1,1.712965131,0.450893372,-1.59713459,0.335336596,0.409550101,1.077484131,0.348535478,0.370483607,2.173076153,1.001562357,-0.64590323,-1.578142047,0,0.940803528,-0.530502081,-0.130559877,2.548224449,0.418173492,1.604389668,-0.384263247,0,1.606121182,1.186694026,1.02037704,1.137717485,0.81846863,0.996392071,0.912348211,7115
0,0.944326878,0.72263068,0.12248607,1.561098337,0.698708594,0.917812705,2.052721024,-1.308270216,0,0.862313032,-1.126733065,1.251040697,0,1.029492259,-0.953767776,-0.364658177,2.548224449,1.129652619,-1.387111425,-1.381443024,0,0.919108331,0.721382558,0.983657122,1.483691931,0.67237097,0.980990767,1.035420418,7116
0,0.809449196,-0.292244822,0.625190437,1.205400348,0.462108582,1.402689695,1.18726027,-1.119228363,2.173076153,1.494852304,0.092340767,0.66569525,2.214872122,0.525459051,1.02238214,1.520434976,0,0.734846175,1.845075488,0.589710116,0,0.890669167,1.034018397,0.974116325,1.005090952,2.4621768,1.830466866,1.470433831,7117
1,0.50126189,0.671010315,0.901511312,0.880826831,-0.732012689,0.920286119,-0.593173146,1.708745599,1.086538076,1.027876139,-1.272439122,-1.558168173,0,1.865098596,-0.576924741,-0.086735792,2.548224449,1.368678451,-0.059591137,0.372739464,0,1.832414865,1.277673721,0.98886472,0.850092709,1.630474329,1.104355574,0.94438529,7118
0,0.429888368,-0.10037294,-0.173358217,1.227390289,1.683849096,1.158098459,-0.140638098,1.184860945,0,1.983735442,0.73733288,-0.248212084,2.214872122,1.37248075,1.52028811,-0.352453977,0,0.787908912,2.130733967,1.410424948,0,0.821978211,0.830493748,1.000965118,1.277577519,0.911343575,1.192676425,0.981985033,7119
1,0.315324664,-0.263999701,-1.015639901,0.446229577,0.606161475,1.160938263,0.137616515,-0.774406791,2.173076153,0.895551562,1.148223996,1.305413961,0,0.879336059,-0.457682192,0.158559844,2.548224449,0.926894486,-2.296554327,1.217315674,0,4.173862457,2.340536594,0.988520801,1.025423646,1.02431047,1.718065619,1.466548681,7120
1,0.35595271,-1.150311232,0.149119407,1.685475588,0.123257667,1.154067755,0.212873995,1.511942387,2.173076153,0.745726407,-0.279695332,-1.524878383,0,1.246033311,0.622783005,-1.213960648,0,0.789856195,0.890660167,0.118589737,3.101961374,0.851550877,0.937317669,0.975639343,0.569629729,1.058876872,0.89183408,0.888018906,7121
0,0.454411566,-0.807474256,-0.368668824,0.213137701,0.605939388,0.901231766,1.383325815,-0.772743642,2.173076153,1.265581965,-0.334092289,1.175583839,2.214872122,0.854397833,1.069715023,1.076646805,0,0.472696692,1.717653632,-0.469719738,0,0.761110961,0.88158226,0.990119994,0.908421993,2.186246395,1.117311954,0.912363887,7122
